record_no,reason_claimed,archived_file,archived_path_now,archived_size,archived_sha256,claimed_canonical_file,canonical_path_resolved,canonical_size,canonical_sha256,size_delta,hash_match,content_test,disposition,risk_note,duplicate_copies_in_project
232,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/LOG__CONFLICT_MATRIX__v1.1.md,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
233,duplicate_format,LOG__DRIFT_LOG__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/LOG__DRIFT_LOG__v1.1.md,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
234,duplicate_format,LOG__L1_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/LOG__L1_RUN_LOG__v1.0.md,404,7dc63f2a9e74c8e978bfcdee14249df244de240f744b62c73bd3a63e2c07896f,LOG__L1_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.txt,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,-46,NO,archived_text_contained_in_canonical,SAFE_TO_DELETE (content preserved in canonical),,1
235,duplicate_format,LOG__L2_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/LOG__L2_RUN_LOG__v1.0.md,456,024ff1335d16bb72d98d998ff428316a2540d1479ba911d85e668a40802d134e,LOG__L2_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.txt,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,-46,NO,archived_text_contained_in_canonical,SAFE_TO_DELETE (content preserved in canonical),,1
236,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/LOG__PROMOTION_QUEUE__v1.1.md,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
237,duplicate_format,ORION__DOC_METADATA_SCHEMA__v2.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__DOC_METADATA_SCHEMA__v2.0.md,1172,6140097a9b70771e6c29a0aaff1120bd600fea56f07457d09e1acfd0df5a6ceb,ORION__DOC_METADATA_SCHEMA__v1.1.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__DOC_METADATA_SCHEMA__v1.1.md,963,006822c13dc76e4e840d20dd98c51352c9317547644c179a813b6d1fdda2ae9d,209,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
238,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__ENTITY_REGISTRY__v1.0.md,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
239,duplicate_format,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,622,c5f6f04ad497a0262d8e314fb11a0200d3afd2742234253c53bfa34971d6ec83,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,754,6ef03a15f8131b22cdc9cc5390495aa933fe80d20375c8faa667f87b88913021,-132,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
240,duplicate_format,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,866,fe32b2b8592bfa57d4e9609ffa3eb48b9081be43a7441dcb4a3555f499ffaea4,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,953,12b06e97e516b5cccc29adf0054c80ae02272e1ee802fb8a7f0855347bce217f,-87,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,1
241,duplicate_format,ORION__MASTER_INDEX__v2.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__MASTER_INDEX__v2.0.md,1881,7f6af0e4bedb12223aa0136c945c9063b3e7b7511dc83de8f059a8011af4db73,ORION__MASTER_INDEX__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__MASTER_INDEX__v1.3.md,1680,1566ebef6e61b8a51648f8f60953c155bb29c0971eaba09cf564b8ccfb5dba75,201,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
242,duplicate_format,ORION__RUNBOOK__Perplexity_Space__v2.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_Operational_Library_v2_0/ORION__RUNBOOK__Perplexity_Space__v2.0.md,1734,e793cd8cb3943df5ceebc9df910f10dd77f54fe9ae1f925bc9e2b05a357c21c7,ORION__RUNBOOK__Perplexity_Space__v1.3.md,04_DOCUMENTATION/ORION_Distribution/Slim_FileSet_v1_0/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__RUNBOOK__Perplexity_Space__v1.3.md,1477,9134f64cf2f282885b06fd1a051b7da7599b2e4c6a361465197ea4d4f79fa2c3,257,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),IRRECOVERABLE IF WITNESS ZIPS LOST,0
243,duplicate_format,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__AURORA_CONSTELLATION_PROFILES__v1.0.md,680,20fca107077b9be985086d4e9fcbff7620db1e721babfe98cb16a741c6c57d75,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
244,duplicate_format,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.md,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__L1_PERSONNEL_ROSTER__v1.0.txt,559,eaa1075577475d5cd75cc18d6cf3d3018500037736d58cb5a776db0f7d00fa23,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
245,duplicate_format,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/DOCUMENT_MAP__ORION_ENTITY_REGISTRY__v1.0.md,726,7bbb2ebb1d719f14f76ac04750b9e6dd722f7551d76418fb90479af02bc23366,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
246,duplicate_format,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_L2_L3_PROFILES__AuroraConstellation__v0.2__2026-02-07.md,32602,92073a338b5bebaf8cde9f77d595bf213bdd7770baa912555e0a1f7e5629742c,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
247,duplicate_format,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.md,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L1_PERSONNEL__OrionStation_HumanRosterWithBios__v1.2__2026-02-07.txt,24142,d4326e545c54638e7c9d856805c28faff7907e925f541c03225d51dcf8abb046,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
248,duplicate_format,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.md,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__CLEAN_PACKAGE__NOTE__v1.0.1.txt,1065,8b8081655267f65bd701a133bb714c2f8ba4ba5a8ea91b6a5be8e084cddd2159,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
249,duplicate_format,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/L2_GUMAS_ENGINE__TECH_REFERENCE__v1.0.md,3422,92514a20a9dff2e54583a1f30acafa60cac72f5c1f5276041108703cc928246a,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
250,duplicate_format,LOG__AUDIT_TRAIL__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__AUDIT_TRAIL__v1.0.md,605,6179557812cd391c842d8afa220490e83b2c4f561c88f8f7494d6c057b8ec0b4,LOG__AUDIT_TRAIL__v1.0.md,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__AUDIT_TRAIL__v1.0.md,603,0390e7fbed1f0800d524189ee16a626440cf155932dfd27c52a20a3402c81c33,2,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
251,duplicate_format,LOG__CONFLICT_MATRIX__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__CONFLICT_MATRIX__v1.1.md,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,LOG__CONFLICT_MATRIX__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__CONFLICT_MATRIX__v1.1.txt,1746,b892725f779805299faaa7b5803348d45ed47cd4b152f6927a596a2d4f9439e0,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
252,duplicate_format,LOG__DRIFT_LOG__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__DRIFT_LOG__v1.1.md,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,LOG__DRIFT_LOG__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__DRIFT_LOG__v1.1.txt,1352,72718a7f79e6496dada6fbf15a8358fdbf0e7f8ea580da04fcdbf59649baf479,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,5
253,duplicate_format,LOG__L1_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.md,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,LOG__L1_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L1_RUN_LOG__v1.0.txt,450,3be0c1d6e9d60a745a6c8620d8cd2ebb0c513cfef43e7814d90711851b59b61d,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,2
254,duplicate_format,LOG__L2_RUN_LOG__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.md,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,LOG__L2_RUN_LOG__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/LOG__L2_RUN_LOG__v1.0.txt,502,8ca8fc159c61d64aebac34d41955e2dac250d1d6344ae769a8d0ee221c3afc91,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,2
255,duplicate_format,LOG__PROMOTION_QUEUE__v1.1.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/LOG__PROMOTION_QUEUE__v1.1.md,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,LOG__PROMOTION_QUEUE__v1.1.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/LOG__PROMOTION_QUEUE__v1.1.txt,1329,d94ac32e3a7abe542ce2044f67fa9b8cb9996ca6dfe4065f6993866b69b76343,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
256,duplicate_format,ORION__BOOT_CARD__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__BOOT_CARD__v1.0.md,720,7b2e8f23fa667504fb3e491fe9112e7b7bdc212721116e0351dfdc63887dfb11,ORION__BOOT_CARD__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__BOOT_CARD__v1.0.txt,717,b9386a49b862895fe30fbc030e7e2b750e1b5fd4f3d4b4053d87ee4cec1b6602,3,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
257,duplicate_format,ORION__ENTITY_REGISTRY__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__ENTITY_REGISTRY__v1.0.md,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,ORION__ENTITY_REGISTRY__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Integrated_Docs_v1_1/ORION_Perplexity_Integrated_Docs_Bundle__v1.1__2026-02-07/ORION__ENTITY_REGISTRY__v1.0.txt,8262,4ddbf40d354c45b4964a5494d28f348fbac82d1cdd13654411c4d07367c56450,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,6
258,duplicate_format,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.md,668,3f2355415b940e5afd6440f537ba45be4c5573597117bf6a1faa1f8288d6c6ac,ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_SCENARIO_SPEC__v1.0.txt,754,6ef03a15f8131b22cdc9cc5390495aa933fe80d20375c8faa667f87b88913021,-86,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
259,duplicate_format,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.md,912,6e1557d3370cf444a55ced1bffb193e506a151265a44b9728a2eedcd84f1c597,ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/ORION__L2_GUMAS_STATE_SCHEMA__v1.0.txt,953,12b06e97e516b5cccc29adf0054c80ae02272e1ee802fb8a7f0855347bce217f,-41,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
260,duplicate_format,RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__CURRENT.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/ORION_Perplexity_Space_SlimFileSet_v1_0/RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__CURRENT.md,676,02c8abdcf459d03e10e6ab68b789724a3307223366a6d4ff853b9e1435a9c824,RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.txt,04_DOCUMENTATION/ORION_Distribution/Full_FileSet_v1_0/ORION_Perplexity_Space_FullFileSet_v1_0/RUN_OUTPUT__L1_STATE_SNAPSHOT__v0.1__2026-02-07.txt,676,21dcbe3c80ee4101af125f7a2f5ce9ce8085f1cdac4cab1f10bf1105ff02cb68,0,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
261,duplicate_format,L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.html,105977,017837bd222180351ebc74e3464bdce8f2afa137104d1959e7dbd40f5721c9d4,L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.md,75422,fc2da6878068374e6b14208150e7539770ac9d3d80a2bf8925bab2325855a593,30555,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
262,duplicate_format,L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.pdf,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.pdf,64413,69ed88406435fc4109a782aea7534b184010d8cf67893b13e9bf3511426eb80c,L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/L2_GUMAS_RUNTIME_REFERENCE_PACKET_v0.4.md,75422,fc2da6878068374e6b14208150e7539770ac9d3d80a2bf8925bab2325855a593,-11009,NO,binary_or_mixed(.pdf->.md)_not_compared,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
263,duplicate_format,L2_GUMAS_SHIP_REGISTRY_v1.0.md,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L2_GUMAS_SHIP_REGISTRY_v1.0.md,21758,4032542cbd99673544cc297bec3a14485dcdb5e9d5ddfe9ee2ec403db8c33085,L2_GUMAS_SHIP_REGISTRY_v1.0.md,04_DOCUMENTATION/GUMAS_Legacy/Original_Materials/GUMAS_OG/L2_GUMAS_SHIP_REGISTRY_v1.0.md,21758,4032542cbd99673544cc297bec3a14485dcdb5e9d5ddfe9ee2ec403db8c33085,0,YES,,SAFE_TO_DELETE (byte-identical to canonical),,1
264,duplicate_format,L2_GUMAS_STAGING_DOSSIER_v0.6.html,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L2_GUMAS_STAGING_DOSSIER_v0.6.html,8496,1e800d8c46b1da850509df932303773f42c9695b85eae67026733dcb9722eaae,L2_GUMAS_STAGING_DOSSIER_v0.6.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/L2_GUMAS_STAGING_DOSSIER_v0.6.md,5715,6077b96285ea997d1e8f2fbbc923cf3841f0b398eb7984863fc8a42c44a8e611,2781,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
265,duplicate_format,L2_GUMAS_STAGING_DOSSIER_v0.6.pdf,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L2_GUMAS_STAGING_DOSSIER_v0.6.pdf,7936,2d1f1d33cd7692d2e2890166dbe67a3a426bfc516d5aadb41fc7ad1f4afb71e8,L2_GUMAS_STAGING_DOSSIER_v0.6.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/L2_GUMAS_STAGING_DOSSIER_v0.6.md,5715,6077b96285ea997d1e8f2fbbc923cf3841f0b398eb7984863fc8a42c44a8e611,2221,NO,binary_or_mixed(.pdf->.md)_not_compared,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
266,duplicate_format,L3_GOV__CadenceToneLinterModule__v0.2.2__2026-02-14.rules.json,06_ARCHIVES/_REDUNDANT_FILES_ARCHIVED/02_FORMAT_DUPLICATES/Project_Files_GUMAS2_0/L3_GOV__CadenceToneLinterModule__v0.2.2__2026-02-14.rules.json,4800,4073f4a00a4211c24b664e0a277eaefce98eeeb239a9dd79e7741a11fed6ff08,L3_GOV__CadenceToneLinterModule__v0.2.2__2026-02-14.md,02_DEVELOPMENT/Project_Main/Project_Files_GUMAS2_0/L3_GOV__CadenceToneLinterModule__v0.2.2__2026-02-14.md,8631,1002477943a6ab9bb1172e0672b739be93259ff176280cfb8465ac88e6bf3f83,-3831,NO,TEXT_DIVERGENT,DO_NOT_DELETE (content NOT preserved by claimed canonical),copy survives elsewhere,0
